SPX Index;;;S5SFTW Index;;;S5PHRM Index;;;S5CPGS Index;;;S5ENRSX Index;;;S5FDBT Index;;;S5TECH Index;;;S5RETL Index;;;S5BANKX Index;;;S5HCES Index;;;S5DIVF Index;;;S5UTILX Index;;;S5MEDA Index;;;S5REAL Index;;;S5TELSX Index;;;S5MATRX Index;;;S5INSU Index;;;S5FDSR Index;;;S5HOUS Index;;;S5SSEQX Index;;;S5TRAN Index;;;S5HOTR Index;;;S5CODU Index;;;S5AUCO Index;;;S5COMS Index;
Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST
8/6/1992;420.59;;8/6/1992;55.91;;8/6/1992;107.36;;8/6/1992;78.75;;8/6/1992;94.61;;8/6/1992;103.52;;8/6/1992;73.2;;8/6/1992;103.8;;8/6/1992;92.75;;8/6/1992;108.34;;8/6/1992;80.0653;;8/6/1992;111.61;;8/6/1992;82.09;;8/6/1992;#N/A N/A;;8/6/1992;92.43;;8/6/1992;87.67;;8/6/1992;86.47;;8/6/1992;86.74;;8/6/1992;81.35;;8/6/1992;42.32;;8/6/1992;94.6;;8/6/1992;68.3;;8/6/1992;89.62;;8/6/1992;76.88;;8/6/1992;101.44
8/7/1992;418.88;;8/7/1992;54.69;;8/7/1992;107.09;;8/7/1992;78.42;;8/7/1992;94.27;;8/7/1992;103.17;;8/7/1992;70.78;;8/7/1992;103.91;;8/7/1992;92.58;;8/7/1992;107.96;;8/7/1992;79.8367;;8/7/1992;111.72;;8/7/1992;82.26;;8/7/1992;#N/A N/A;;8/7/1992;91.96;;8/7/1992;87.1;;8/7/1992;86.94;;8/7/1992;86.65;;8/7/1992;81.84;;8/7/1992;41.94;;8/7/1992;94.19;;8/7/1992;67.91;;8/7/1992;89.24;;8/7/1992;76.21;;8/7/1992;101.32
8/10/1992;419.42;;8/10/1992;55.27;;8/10/1992;107.06;;8/10/1992;78.34;;8/10/1992;95.02;;8/10/1992;103.89;;8/10/1992;71.59;;8/10/1992;104.29;;8/10/1992;91.76;;8/10/1992;106.96;;8/10/1992;79.7092;;8/10/1992;111.67;;8/10/1992;81.85;;8/10/1992;#N/A N/A;;8/10/1992;91.96;;8/10/1992;86.83;;8/10/1992;86.76;;8/10/1992;86.32;;8/10/1992;81.58;;8/10/1992;42.05;;8/10/1992;93.67;;8/10/1992;67.63;;8/10/1992;88.91;;8/10/1992;77.15;;8/10/1992;101.81
8/11/1992;418.9;;8/11/1992;55.28;;8/11/1992;106.98;;8/11/1992;78.2;;8/11/1992;95.34;;8/11/1992;103.6;;8/11/1992;71.35;;8/11/1992;104.11;;8/11/1992;91.96;;8/11/1992;105.79;;8/11/1992;79.7087;;8/11/1992;111.41;;8/11/1992;81.96;;8/11/1992;#N/A N/A;;8/11/1992;92.13;;8/11/1992;86.31;;8/11/1992;87.01;;8/11/1992;86.17;;8/11/1992;80.91;;8/11/1992;42.22;;8/11/1992;93.11;;8/11/1992;68.84;;8/11/1992;88.14;;8/11/1992;77.31;;8/11/1992;101.33
8/12/1992;417.78;;8/12/1992;54.94;;8/12/1992;106.76;;8/12/1992;78.01;;8/12/1992;95.3;;8/12/1992;103.47;;8/12/1992;71.33;;8/12/1992;103.66;;8/12/1992;92.11;;8/12/1992;105.33;;8/12/1992;80.133;;8/12/1992;111.52;;8/12/1992;81.77;;8/12/1992;#N/A N/A;;8/12/1992;92.19;;8/12/1992;85.32;;8/12/1992;86.78;;8/12/1992;86;;8/12/1992;80.43;;8/12/1992;42.13;;8/12/1992;91.3;;8/12/1992;68.92;;8/12/1992;87.68;;8/12/1992;76.44;;8/12/1992;100.8
8/13/1992;417.73;;8/13/1992;54.96;;8/13/1992;106.46;;8/13/1992;77.65;;8/13/1992;96.5;;8/13/1992;103.61;;8/13/1992;71.38;;8/13/1992;104.05;;8/13/1992;92.23;;8/13/1992;105.47;;8/13/1992;78.8567;;8/13/1992;111.35;;8/13/1992;82.45;;8/13/1992;#N/A N/A;;8/13/1992;92.28;;8/13/1992;84.17;;8/13/1992;86.56;;8/13/1992;86.18;;8/13/1992;80.8;;8/13/1992;42.26;;8/13/1992;90.79;;8/13/1992;68.62;;8/13/1992;88.08;;8/13/1992;75.78;;8/13/1992;100.48
8/14/1992;419.91;;8/14/1992;55.2;;8/14/1992;107.22;;8/14/1992;78.09;;8/14/1992;96.05;;8/14/1992;104.08;;8/14/1992;71.57;;8/14/1992;104.83;;8/14/1992;92.82;;8/14/1992;107.21;;8/14/1992;79.8717;;8/14/1992;111.39;;8/14/1992;82.91;;8/14/1992;#N/A N/A;;8/14/1992;93.04;;8/14/1992;85.16;;8/14/1992;87.14;;8/14/1992;87.02;;8/14/1992;81.16;;8/14/1992;42.66;;8/14/1992;91.92;;8/14/1992;68.36;;8/14/1992;88.44;;8/14/1992;76.23;;8/14/1992;100.77
8/17/1992;420.74;;8/17/1992;55.04;;8/17/1992;107.53;;8/17/1992;78.26;;8/17/1992;95.77;;8/17/1992;104.32;;8/17/1992;71.38;;8/17/1992;105.02;;8/17/1992;92.45;;8/17/1992;107.22;;8/17/1992;80.2675;;8/17/1992;111.31;;8/17/1992;82.7;;8/17/1992;#N/A N/A;;8/17/1992;93.96;;8/17/1992;85.42;;8/17/1992;87.04;;8/17/1992;87.89;;8/17/1992;81.59;;8/17/1992;42.13;;8/17/1992;92.66;;8/17/1992;68.51;;8/17/1992;88.36;;8/17/1992;76.89;;8/17/1992;101.79
8/18/1992;421.34;;8/18/1992;55.09;;8/18/1992;107.82;;8/18/1992;78.54;;8/18/1992;96.41;;8/18/1992;104.72;;8/18/1992;70.4;;8/18/1992;105.59;;8/18/1992;91.91;;8/18/1992;107.62;;8/18/1992;79.9481;;8/18/1992;111.94;;8/18/1992;82.29;;8/18/1992;#N/A N/A;;8/18/1992;93.81;;8/18/1992;85.51;;8/18/1992;86.57;;8/18/1992;87.66;;8/18/1992;81.99;;8/18/1992;41.8;;8/18/1992;92.58;;8/18/1992;69.59;;8/18/1992;88.51;;8/18/1992;76.75;;8/18/1992;102.12
8/19/1992;418.18;;8/19/1992;54.15;;8/19/1992;106.63;;8/19/1992;78.08;;8/19/1992;96.74;;8/19/1992;104.09;;8/19/1992;69.31;;8/19/1992;104.91;;8/19/1992;89.39;;8/19/1992;106.98;;8/19/1992;79.2616;;8/19/1992;111.98;;8/19/1992;80.63;;8/19/1992;#N/A N/A;;8/19/1992;93.25;;8/19/1992;85.21;;8/19/1992;85.17;;8/19/1992;86.91;;8/19/1992;81.48;;8/19/1992;40.81;;8/19/1992;91.89;;8/19/1992;68.77;;8/19/1992;88.03;;8/19/1992;75.79;;8/19/1992;101.15
8/20/1992;418.26;;8/20/1992;53.69;;8/20/1992;106.19;;8/20/1992;78.1;;8/20/1992;96.8;;8/20/1992;104.46;;8/20/1992;69.23;;8/20/1992;105.09;;8/20/1992;89.83;;8/20/1992;107.74;;8/20/1992;78.7199;;8/20/1992;112.19;;8/20/1992;80.72;;8/20/1992;#N/A N/A;;8/20/1992;93.48;;8/20/1992;84.74;;8/20/1992;85.09;;8/20/1992;86.86;;8/20/1992;81.7;;8/20/1992;41.35;;8/20/1992;91.85;;8/20/1992;69.37;;8/20/1992;88.25;;8/20/1992;74.95;;8/20/1992;101.4
8/21/1992;414.85;;8/21/1992;53.73;;8/21/1992;104.48;;8/21/1992;77.34;;8/21/1992;95.23;;8/21/1992;103.76;;8/21/1992;69.08;;8/21/1992;104.25;;8/21/1992;89.69;;8/21/1992;106.4;;8/21/1992;77.7982;;8/21/1992;112.4;;8/21/1992;80.38;;8/21/1992;#N/A N/A;;8/21/1992;93.1;;8/21/1992;83.86;;8/21/1992;85.03;;8/21/1992;87.23;;8/21/1992;81.48;;8/21/1992;41;;8/21/1992;90.44;;8/21/1992;68.17;;8/21/1992;87.33;;8/21/1992;74.17;;8/21/1992;100.98
8/24/1992;410.72;;8/24/1992;52.42;;8/24/1992;103.77;;8/24/1992;76.5;;8/24/1992;95.77;;8/24/1992;102.98;;8/24/1992;68.27;;8/24/1992;103.01;;8/24/1992;87.35;;8/24/1992;105.5;;8/24/1992;76.5039;;8/24/1992;111.11;;8/24/1992;78.85;;8/24/1992;#N/A N/A;;8/24/1992;92.3;;8/24/1992;83.02;;8/24/1992;84.21;;8/24/1992;86.44;;8/24/1992;81.02;;8/24/1992;40.27;;8/24/1992;88.79;;8/24/1992;67.16;;8/24/1992;86.3;;8/24/1992;71.67;;8/24/1992;99.28
8/25/1992;411.61;;8/25/1992;52.45;;8/25/1992;104.61;;8/25/1992;76.22;;8/25/1992;96.06;;8/25/1992;102.95;;8/25/1992;69.39;;8/25/1992;103.03;;8/25/1992;87.06;;8/25/1992;106.24;;8/25/1992;77.0232;;8/25/1992;111;;8/25/1992;78.95;;8/25/1992;#N/A N/A;;8/25/1992;92.88;;8/25/1992;82.87;;8/25/1992;83.7;;8/25/1992;87.09;;8/25/1992;81.29;;8/25/1992;40.91;;8/25/1992;88.8;;8/25/1992;67.41;;8/25/1992;86.62;;8/25/1992;72.09;;8/25/1992;99.13
8/26/1992;413.51;;8/26/1992;53.96;;8/26/1992;105.51;;8/26/1992;76.43;;8/26/1992;96.19;;8/26/1992;103.5;;8/26/1992;69.53;;8/26/1992;103.99;;8/26/1992;87.94;;8/26/1992;106.92;;8/26/1992;77.0755;;8/26/1992;111.26;;8/26/1992;80.15;;8/26/1992;#N/A N/A;;8/26/1992;93.02;;8/26/1992;83.16;;8/26/1992;84.2;;8/26/1992;87.66;;8/26/1992;80.69;;8/26/1992;41.6;;8/26/1992;88.05;;8/26/1992;68.5;;8/26/1992;87.12;;8/26/1992;72.59;;8/26/1992;99.58
8/27/1992;413.53;;8/27/1992;54.57;;8/27/1992;104.45;;8/27/1992;76.77;;8/27/1992;95.68;;8/27/1992;103.54;;8/27/1992;69.95;;8/27/1992;104.42;;8/27/1992;89.19;;8/27/1992;107.04;;8/27/1992;77.2638;;8/27/1992;111.29;;8/27/1992;80.32;;8/27/1992;#N/A N/A;;8/27/1992;91.95;;8/27/1992;83.42;;8/27/1992;83.97;;8/27/1992;87.88;;8/27/1992;80.99;;8/27/1992;41.84;;8/27/1992;88.95;;8/27/1992;69.12;;8/27/1992;87.62;;8/27/1992;72.41;;8/27/1992;100.32
8/28/1992;414.84;;8/28/1992;54.44;;8/28/1992;103.65;;8/28/1992;76.73;;8/28/1992;96.98;;8/28/1992;104.37;;8/28/1992;69.9;;8/28/1992;104.93;;8/28/1992;89.06;;8/28/1992;106.28;;8/28/1992;77.484;;8/28/1992;111.55;;8/28/1992;80.8;;8/28/1992;#N/A N/A;;8/28/1992;91.8;;8/28/1992;84.26;;8/28/1992;85.15;;8/28/1992;88.34;;8/28/1992;81.22;;8/28/1992;41.68;;8/28/1992;89.65;;8/28/1992;68.39;;8/28/1992;87.88;;8/28/1992;71.72;;8/28/1992;100.84
8/31/1992;414.03;;8/31/1992;54.78;;8/31/1992;102.65;;8/31/1992;76.81;;8/31/1992;97.47;;8/31/1992;104.12;;8/31/1992;70.08;;8/31/1992;104.55;;8/31/1992;87.75;;8/31/1992;105.84;;8/31/1992;76.9838;;8/31/1992;111.24;;8/31/1992;80.53;;8/31/1992;#N/A N/A;;8/31/1992;91.56;;8/31/1992;83.69;;8/31/1992;85.33;;8/31/1992;88.55;;8/31/1992;81.15;;8/31/1992;41.71;;8/31/1992;89.46;;8/31/1992;67.95;;8/31/1992;87.73;;8/31/1992;73.41;;8/31/1992;100.67
9/1/1992;416.07;;9/1/1992;55.54;;9/1/1992;103.97;;9/1/1992;77.22;;9/1/1992;97;;9/1/1992;104.94;;9/1/1992;70.85;;9/1/1992;105.15;;9/1/1992;88.18;;9/1/1992;106.57;;9/1/1992;77.5302;;9/1/1992;111.17;;9/1/1992;80.73;;9/1/1992;#N/A N/A;;9/1/1992;92.05;;9/1/1992;83.94;;9/1/1992;86.14;;9/1/1992;89.65;;9/1/1992;81.4;;9/1/1992;42.5;;9/1/1992;90.04;;9/1/1992;67.71;;9/1/1992;88.78;;9/1/1992;72.89;;9/1/1992;101.26
9/2/1992;417.98;;9/2/1992;57.02;;9/2/1992;103.63;;9/2/1992;77.67;;9/2/1992;96.96;;9/2/1992;105.53;;9/2/1992;71.89;;9/2/1992;106.04;;9/2/1992;88.76;;9/2/1992;106.64;;9/2/1992;77.9338;;9/2/1992;111.01;;9/2/1992;81.11;;9/2/1992;#N/A N/A;;9/2/1992;92.12;;9/2/1992;84.68;;9/2/1992;86.79;;9/2/1992;90.03;;9/2/1992;81.67;;9/2/1992;43.85;;9/2/1992;92.23;;9/2/1992;68.53;;9/2/1992;89.72;;9/2/1992;72.92;;9/2/1992;101.92
9/3/1992;417.98;;9/3/1992;56.92;;9/3/1992;104.71;;9/3/1992;77.89;;9/3/1992;95.66;;9/3/1992;106.26;;9/3/1992;71.61;;9/3/1992;105.68;;9/3/1992;88.29;;9/3/1992;107.22;;9/3/1992;78.6795;;9/3/1992;110.7;;9/3/1992;81.62;;9/3/1992;#N/A N/A;;9/3/1992;91.82;;9/3/1992;84.77;;9/3/1992;86.09;;9/3/1992;89.78;;9/3/1992;81.17;;9/3/1992;44.47;;9/3/1992;91.59;;9/3/1992;69.44;;9/3/1992;89.79;;9/3/1992;73.79;;9/3/1992;102.67
9/4/1992;417.08;;9/4/1992;56.63;;9/4/1992;105.04;;9/4/1992;77.64;;9/4/1992;95.69;;9/4/1992;106.19;;9/4/1992;70.82;;9/4/1992;104.61;;9/4/1992;88.33;;9/4/1992;106.25;;9/4/1992;78.9758;;9/4/1992;111.11;;9/4/1992;81.05;;9/4/1992;#N/A N/A;;9/4/1992;92.12;;9/4/1992;84.2;;9/4/1992;85.43;;9/4/1992;89.48;;9/4/1992;81.34;;9/4/1992;43.7;;9/4/1992;90.71;;9/4/1992;68.39;;9/4/1992;89.1;;9/4/1992;74.15;;9/4/1992;101.91
9/7/1992;417.08;;9/7/1992;56.63;;9/7/1992;105.04;;9/7/1992;77.64;;9/7/1992;95.69;;9/7/1992;106.19;;9/7/1992;70.82;;9/7/1992;104.61;;9/7/1992;88.33;;9/7/1992;106.25;;9/7/1992;78.9758;;9/7/1992;111.11;;9/7/1992;81.05;;9/7/1992;#N/A N/A;;9/7/1992;92.12;;9/7/1992;84.2;;9/7/1992;85.43;;9/7/1992;89.48;;9/7/1992;81.34;;9/7/1992;43.7;;9/7/1992;90.71;;9/7/1992;68.39;;9/7/1992;89.1;;9/7/1992;74.15;;9/7/1992;101.91
9/8/1992;414.44;;9/8/1992;56.37;;9/8/1992;103.89;;9/8/1992;77.06;;9/8/1992;95.55;;9/8/1992;106.23;;9/8/1992;70.93;;9/8/1992;104.18;;9/8/1992;86.39;;9/8/1992;104.78;;9/8/1992;77.9068;;9/8/1992;110.82;;9/8/1992;80.57;;9/8/1992;#N/A N/A;;9/8/1992;91.44;;9/8/1992;83.34;;9/8/1992;84.56;;9/8/1992;88.22;;9/8/1992;81.24;;9/8/1992;43.5;;9/8/1992;90.19;;9/8/1992;69.05;;9/8/1992;88.94;;9/8/1992;72.58;;9/8/1992;101.31
9/9/1992;416.36;;9/9/1992;57.4;;9/9/1992;104.08;;9/9/1992;77.46;;9/9/1992;95.64;;9/9/1992;106.53;;9/9/1992;72.16;;9/9/1992;105.33;;9/9/1992;86.32;;9/9/1992;105.36;;9/9/1992;77.9057;;9/9/1992;110.93;;9/9/1992;80.85;;9/9/1992;#N/A N/A;;9/9/1992;92.15;;9/9/1992;83.59;;9/9/1992;84.87;;9/9/1992;88.98;;9/9/1992;81.58;;9/9/1992;44.6;;9/9/1992;90.72;;9/9/1992;69.51;;9/9/1992;89.09;;9/9/1992;73.29;;9/9/1992;102.08
9/10/1992;419.95;;9/10/1992;58.89;;9/10/1992;103.99;;9/10/1992;78.39;;9/10/1992;96.7;;9/10/1992;106.93;;9/10/1992;73.03;;9/10/1992;106.38;;9/10/1992;87.54;;9/10/1992;106.71;;9/10/1992;78.1558;;9/10/1992;111.18;;9/10/1992;82.9;;9/10/1992;#N/A N/A;;9/10/1992;92.41;;9/10/1992;84.38;;9/10/1992;84.84;;9/10/1992;90.94;;9/10/1992;82.73;;9/10/1992;45.81;;9/10/1992;92.47;;9/10/1992;70.07;;9/10/1992;90.22;;9/10/1992;74.15;;9/10/1992;103.9
9/11/1992;419.58;;9/11/1992;59.36;;9/11/1992;103.98;;9/11/1992;78.52;;9/11/1992;96.17;;9/11/1992;107;;9/11/1992;72.96;;9/11/1992;106.38;;9/11/1992;87.24;;9/11/1992;105.93;;9/11/1992;77.6924;;9/11/1992;110.85;;9/11/1992;83.67;;9/11/1992;#N/A N/A;;9/11/1992;91.88;;9/11/1992;84.54;;9/11/1992;84.93;;9/11/1992;91.33;;9/11/1992;83.15;;9/11/1992;45.6;;9/11/1992;92.09;;9/11/1992;70.41;;9/11/1992;90.26;;9/11/1992;73.54;;9/11/1992;104.34
9/14/1992;425.27;;9/14/1992;61.45;;9/14/1992;105.24;;9/14/1992;80.71;;9/14/1992;95.9;;9/14/1992;107.79;;9/14/1992;74.21;;9/14/1992;107.9;;9/14/1992;89.37;;9/14/1992;107.23;;9/14/1992;79.2788;;9/14/1992;110.75;;9/14/1992;84.08;;9/14/1992;#N/A N/A;;9/14/1992;92.43;;9/14/1992;87.1;;9/14/1992;85.59;;9/14/1992;91.83;;9/14/1992;83.85;;9/14/1992;46.22;;9/14/1992;95.03;;9/14/1992;72.38;;9/14/1992;92.23;;9/14/1992;76.66;;9/14/1992;105.49
9/15/1992;419.77;;9/15/1992;60.49;;9/15/1992;103.18;;9/15/1992;79.88;;9/15/1992;95.46;;9/15/1992;106.62;;9/15/1992;72.12;;9/15/1992;106.92;;9/15/1992;88.53;;9/15/1992;105.25;;9/15/1992;78.2595;;9/15/1992;109.75;;9/15/1992;82.75;;9/15/1992;#N/A N/A;;9/15/1992;91.39;;9/15/1992;85.72;;9/15/1992;84.69;;9/15/1992;90.67;;9/15/1992;82.41;;9/15/1992;45.47;;9/15/1992;93.55;;9/15/1992;71.46;;9/15/1992;90.84;;9/15/1992;74.83;;9/15/1992;104.09
9/16/1992;419.92;;9/16/1992;59.91;;9/16/1992;102.99;;9/16/1992;79.86;;9/16/1992;96.52;;9/16/1992;107.27;;9/16/1992;70.88;;9/16/1992;107.29;;9/16/1992;88.65;;9/16/1992;105.28;;9/16/1992;78.5684;;9/16/1992;109.94;;9/16/1992;82.52;;9/16/1992;#N/A N/A;;9/16/1992;91.47;;9/16/1992;85.32;;9/16/1992;84.68;;9/16/1992;90.76;;9/16/1992;82.37;;9/16/1992;45.49;;9/16/1992;92.58;;9/16/1992;71.28;;9/16/1992;90.82;;9/16/1992;73.89;;9/16/1992;103.76
9/17/1992;419.93;;9/17/1992;60.61;;9/17/1992;102.54;;9/17/1992;80.03;;9/17/1992;96.75;;9/17/1992;107.49;;9/17/1992;71.46;;9/17/1992;106.94;;9/17/1992;88.65;;9/17/1992;104.53;;9/17/1992;78.6924;;9/17/1992;109.69;;9/17/1992;82.42;;9/17/1992;#N/A N/A;;9/17/1992;90.84;;9/17/1992;85.3;;9/17/1992;83.95;;9/17/1992;90.92;;9/17/1992;82.85;;9/17/1992;45.79;;9/17/1992;93.15;;9/17/1992;71.3;;9/17/1992;90.98;;9/17/1992;74.01;;9/17/1992;104.66
9/18/1992;422.93;;9/18/1992;60.98;;9/18/1992;103.28;;9/18/1992;80.32;;9/18/1992;97.29;;9/18/1992;107.95;;9/18/1992;71.87;;9/18/1992;107.35;;9/18/1992;89.36;;9/18/1992;104.48;;9/18/1992;79.5057;;9/18/1992;110.36;;9/18/1992;82.83;;9/18/1992;#N/A N/A;;9/18/1992;92;;9/18/1992;86.2;;9/18/1992;85.42;;9/18/1992;92.06;;9/18/1992;83.26;;9/18/1992;46.15;;9/18/1992;93.7;;9/18/1992;71.87;;9/18/1992;91.09;;9/18/1992;75.59;;9/18/1992;105.82
9/21/1992;422.14;;9/21/1992;60.38;;9/21/1992;102.92;;9/21/1992;79.68;;9/21/1992;97.35;;9/21/1992;107.75;;9/21/1992;72.08;;9/21/1992;107.66;;9/21/1992;89.41;;9/21/1992;104.31;;9/21/1992;79.2738;;9/21/1992;110.49;;9/21/1992;82.76;;9/21/1992;#N/A N/A;;9/21/1992;91.75;;9/21/1992;85.73;;9/21/1992;85.72;;9/21/1992;91.68;;9/21/1992;82.79;;9/21/1992;45.88;;9/21/1992;93.62;;9/21/1992;71.85;;9/21/1992;90.08;;9/21/1992;76;;9/21/1992;105.5
9/22/1992;417.14;;9/22/1992;59.49;;9/22/1992;101.78;;9/22/1992;78.72;;9/22/1992;96.53;;9/22/1992;105.5;;9/22/1992;71.07;;9/22/1992;106.8;;9/22/1992;88.23;;9/22/1992;103.36;;9/22/1992;78.5374;;9/22/1992;109.74;;9/22/1992;82.58;;9/22/1992;#N/A N/A;;9/22/1992;90.79;;9/22/1992;84.81;;9/22/1992;85.17;;9/22/1992;90.58;;9/22/1992;81.8;;9/22/1992;45.27;;9/22/1992;92.76;;9/22/1992;71.13;;9/22/1992;89.41;;9/22/1992;73.49;;9/22/1992;103.56
9/23/1992;417.44;;9/23/1992;60.15;;9/23/1992;101.73;;9/23/1992;78.87;;9/23/1992;97.01;;9/23/1992;104.53;;9/23/1992;71.64;;9/23/1992;107.78;;9/23/1992;88.13;;9/23/1992;103.27;;9/23/1992;79.0566;;9/23/1992;109.71;;9/23/1992;82.5;;9/23/1992;#N/A N/A;;9/23/1992;91.83;;9/23/1992;84.16;;9/23/1992;84.64;;9/23/1992;90.55;;9/23/1992;82.52;;9/23/1992;46;;9/23/1992;91.79;;9/23/1992;71.49;;9/23/1992;89.86;;9/23/1992;72.38;;9/23/1992;103.27
9/24/1992;418.47;;9/24/1992;60.41;;9/24/1992;100.86;;9/24/1992;79.17;;9/24/1992;96.83;;9/24/1992;105.53;;9/24/1992;70.84;;9/24/1992;107.81;;9/24/1992;87.42;;9/24/1992;104.07;;9/24/1992;79.7976;;9/24/1992;110.22;;9/24/1992;82.25;;9/24/1992;#N/A N/A;;9/24/1992;91.78;;9/24/1992;84.4;;9/24/1992;88.75;;9/24/1992;90.56;;9/24/1992;83.02;;9/24/1992;45.72;;9/24/1992;92.67;;9/24/1992;71.68;;9/24/1992;90.22;;9/24/1992;73.25;;9/24/1992;103.74
9/25/1992;414.35;;9/25/1992;59.36;;9/25/1992;96.88;;9/25/1992;78.78;;9/25/1992;96.08;;9/25/1992;104.8;;9/25/1992;70.32;;9/25/1992;106.83;;9/25/1992;87.41;;9/25/1992;100.33;;9/25/1992;79.2206;;9/25/1992;110.38;;9/25/1992;81.61;;9/25/1992;#N/A N/A;;9/25/1992;91.72;;9/25/1992;83.62;;9/25/1992;89.09;;9/25/1992;90.72;;9/25/1992;82.33;;9/25/1992;44.8;;9/25/1992;91.32;;9/25/1992;70.78;;9/25/1992;89.33;;9/25/1992;70.79;;9/25/1992;103.04
